,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
1410,SyTYS_1410,Gulfport,"Desserts, Tea, Pizza, Bakery, Mediterranean",51,3.8,Lucknow Mail
6167,mC7Qx_6167,Tampa,"Cafe, Desserts, Italian",51,2.9,A Pizza House
6840,zPPOI_6840,Waterloo,"Desserts, Indian, BBQ, Seafood",51,0.0,Starup Catering
2110,1p09Z_2110,Orlando,"Tea, Pizza, Desserts",51,3.6,Wai Yu Mun Ching
2347,EM7J8_2347,Sioux City,"BBQ, Mediterranean, Desserts, Seafood",51,4.0,The Forresta Kitchen & Bar
3770,Kpsl4_3770,Jacksonville,"Desserts, Tea, Fast Food, Indian, Mediterranean, Seafood",51,4.4,Chhalava - 鯻_Lava
8283,Hbul7_8283,Greer,"Tea, Pizza, Fast Food, Cafe, Mediterranean",51,2.8,Burger's Kitchen
8285,e0kPC_8285,Chicago,"Tea, Cafe",51,2.6,Mahi Rasoi
1039,IX03t_1039,Hagerstown,"Cafe, Mexican, Bakery",51,0.0,Evergreen Sweets & Restaurant
4105,k4v9s_4105,West Yellowstone,"Pizza, Bakery, Fast Food, Chinese, Mediterranean",51,3.2,Frontier
8242,AFQ6a_8242,El Paso,"French, Bakery, BBQ, Fast Food",51,2.6,Pind Balluchi
5785,fJmJ5_5785,Lexington,"Tea, Chinese, Indian, Seafood",51,0.0,A Patisseries Gallery
8019,8oYra_8019,Erie,"Tea, Italian, French, Bakery, Fast Food",51,0.0,Al Hayat Bakers
9522,rzlI4_9522,Butte,"Pizza, Indian, Mediterranean, Desserts",51,4.5,Me侓hur Tavac郾 Recep Usta
1016,qbfzf_1016,Sarasota,"Cafe, Bakery, Pizza, Fast Food",51,0.0,KitchenYard
7593,Phb9A_7593,Ogdensburg,"Tea, BBQ, Mediterranean, Desserts",51,0.0,Mama Tao
8955,APP92_8955,Gunnison,"Tea, Bakery, BBQ, Seafood",51,3.1,Cup and Cones
1692,irJ7d_1692,Hilton Head,"Tea, Cafe, Pizza, BBQ",51,3.2,New Town Pastry Shop - Park Plaza
896,x8ST6_896,Newark,"Bakery, American, Desserts, Fast Food",51,2.4,Mirage Restro Bar
7274,HxCh0_7274,Corpus Christi,"Cafe, Pizza, Bakery, Chinese, Indian",51,0.0,Baba Chaap Wala
3459,HPgq6_3459,Anchorage,"Mexican, Indian, Desserts, Pizza",51,0.0,Meatwale.com
6444,t5RRc_6444,Little Rock,"French, Bakery, Desserts",51,3.8,World Art Dining - Brew House
2666,gx615_2666,Sioux City,"Tea, Bakery, BBQ, Chinese, American",51,0.0,Cookie Shookie
8400,lYYN1_8400,Provo,"Tea, French, BBQ, Seafood",51,2.5,Cafe-18
6021,Hwuo5_6021,Milwaukee,"Fast Food, Cafe, BBQ, Italian",51,3.0,Janta Sweets
2659,bWq6R_2659,Eugene,"Desserts, Fast Food, Cafe, American, Mediterranean",51,3.8,Panchwati Rasoi
9377,J2Ze7_9377,Gulfport,"Desserts, Pizza, French, Bakery, Fast Food, Mediterranean",51,4.7,Gymkhana
2741,AmKeH_2741,Duluth,"Desserts, Tea, Mexican, BBQ, Bakery, American",51,3.0,Apni Rasoi
8361,EDLh3_8361,Palm Springs,"Seafood, Pizza, American, Fast Food",51,3.3,Shree Rathnam
3907,nJWgp_3907,Alpena,"Tea, Bakery, BBQ, Cafe, Mediterranean",51,2.9,Big Fat Sandwich
6404,KrhvS_6404,Kodiak,"Desserts, Mexican, Bakery, Fast Food, Chinese",51,3.4,Giani
6752,PclpD_6752,Lubbock,"Desserts, Tea, Italian, Mexican, Bakery, Seafood",51,3.8,Keventers
8797,sQ50Q_8797,Brownsville,"Tea, BBQ, Fast Food, Cafe, Indian",51,3.8,Culinate
7150,xn1YJ_7150,Devils Lake,"Seafood, Mexican, BBQ, Fast Food",51,0.0,Ex- Taj Foods
7158,ZEYg0_7158,Bishop,"Cafe, BBQ, Seafood",51,0.0,Laxmi Dairy
9370,ZEJyX_9370,Richmond,"Seafood, Desserts, Italian",51,3.5,The Hanging Bat
494,ODM5s_494,Nome,"American, Desserts, Seafood",51,4.0,Trattoria Fresco
2587,kafjo_2587,Daytona Beach,"Chinese, Pizza, Bakery, Desserts",51,2.6,Pizza Hut
9357,EQOK0_9357,New Bern,"Cafe, Bakery",51,3.9,Loudons Cafe & Bakery
9234,RbFZm_9234,Cedar City,"Tea, Cafe, Fast Food, Chinese, American",51,4.1,Pizza Hut
9222,pCp8M_9222,San Diego,"Tea, Seafood",51,4.0,Meraki
2764,oihph_2764,Tucson,"Tea, Chinese, Bakery, Seafood",51,0.0,Bhagat Ji
3584,EfESx_3584,Alexandria,"Pizza, French, BBQ, Mediterranean, Seafood",51,3.7,The Crunch Box
9350,Srqxp_9350,Arcata,"Tea, Seafood, Fast Food",51,4.1,Lasan Restaurant
3573,DcJzH_3573,Pocatello,"Tea, Cafe, Pizza, Italian, Fast Food, Chinese",51,3.2,Joost Juice Bar
1621,Sv2rc_1621,Anchorage,"Pizza, Italian, Mexican, Bakery, Fast Food",51,3.5,Dilli 6 Express
4286,DBxNk_4286,Elmira,"Fast Food, Tea, Pizza, Italian",51,3.4,Costa Coffee
7812,xV0qq_7812,Latrobe,"Cafe, Pizza, Fast Food",51,0.0,Goli Vada Pav No. 1
6774,GmtO0_6774,Charleston,"Tea, Cafe, Mediterranean, Desserts",51,2.6,Anupam Sweets
8504,SD9wo_8504,Great Falls,"Cafe, Pizza, Fast Food",51,2.5,Super Cake Shop
412,WaMKa_412,Manhattan,"Tea, Cafe, Pizza, Bakery",51,0.0,Nosh Mahal
4261,A6ukg_4261,Johnstown,"Tea, French, Pizza",51,0.0,Daawat-e-Mehak
4756,2037e_4756,Niagara Falls,"Cafe, Mediterranean, Desserts",51,3.3,Jeeta Kulfi Walle
5508,MV6sh_5508,Green Bay,"Mexican, Bakery, Seafood",51,3.1,Bats On Delivery
1288,RP7M8_1288,Bellingham,"Cafe, Fast Food",51,2.8,Pizza Hut Delivery
2491,qQcaU_2491,Montgomery,"BBQ, Mediterranean, Desserts, Fast Food",51,3.9,Tea Villa Cafe
7239,MHpq0_7239,Spokane,"Tea, French, Cafe, Desserts",51,3.2,Chhappan Bhog
2855,js0Rf_2855,Sarasota,"Tea, BBQ, Desserts",51,3.0,Pt. Babu Ram Devi Dayal Paranthe Wale
5956,GQ5hx_5956,Pellston,"Pizza, BBQ, Fast Food",51,0.0,Monis Kada Hotel
8791,aP4Qo_8791,Fort Smith,"Tea, Mediterranean, Fast Food",51,0.0,Shiv Murti Hotel
8974,ogHOX_8974,Dallas,"BBQ, Fast Food",51,3.5,The Grill @ 76
3997,qK08i_3997,Sault Ste. Marie,"Seafood, Pizza, Desserts, Fast Food",51,4.0,Matchbox
7231,TnafL_7231,Staunton,"Seafood, Bakery, Fast Food",51,3.0,Ashu Thali Wala
8514,f1yl6_8514,International Falls,"French, Bakery, American, Desserts",51,3.0,More Than Caf愆
3668,8uymM_3668,Escanaba,"Tea, French, Bakery, Fast Food, American",51,3.5,Caf愆 Healthilicious
8793,P4pis_8793,Omaha,"Tea, Cafe, Pizza, Fast Food, Chinese",51,2.9,Lazzez's
6369,bjuzM_6369,Ponce,"Tea, Cafe, Indian, Mediterranean",51,0.0,Food State
5248,YgzPo_5248,Killeen,"Desserts, Tea, French, BBQ, Seafood",51,3.1,Ever Green Pastry Shop
8085,JgS6X_8085,Yuma,"French, Pizza, BBQ, Seafood",51,3.7,Pearls Regency
6718,6LhHO_6718,San Angelo,"Tea, Desserts",51,4.1,The Headquarter
5710,OGKnt_5710,Valparaiso,"Desserts, Italian, BBQ, Cafe, Indian, Seafood",52,0.0,Shri Shyam Ji Shudh Shakahari Bhojnalaya
5389,BolRv_5389,Cleveland,"Seafood, Fast Food",52,0.0,Kathi House
5716,yu0ok_5716,Mosinee,"Seafood, Pizza, Bakery, Fast Food",52,0.0,Yadav Sweets
782,1TMqi_782,Newport News,"Tea, Chinese, Pizza",52,4.1,JUGAAD JN.
761,9v2Ei_761,Green Bay,"Bakery, Pizza, BBQ",52,4.1,Manohar Dairy And Restaurant
462,gfoFS_462,Pago Pago,"Tea, Pizza, Bakery, Chinese, Mediterranean, Seafood",52,4.2,Al'frank Cookies
5006,Gk2De_5006,Trenton,"Pizza, BBQ, Fast Food",52,4.1,Ping's Caf愆 Orient
5355,ha55D_5355,Shreveport,"Seafood, Pizza, Mediterranean, Italian",52,3.0,Qureshi Chicken Corner
5356,vQRfs_5356,Akron,"Cafe, Pizza, Bakery, BBQ, Chinese, American",52,2.9,Samarpan Fast Food
4663,ayufb_4663,Minneapolis,"Pizza, Seafood",52,3.8,Wok  In The Clouds
6261,cutDv_6261,Boston,"Bakery, Mexican, BBQ, Mediterranean",52,3.2,New Punjabi Dhaba and Caterers
8735,3JBKk_8735,Minneapolis,"French, Pizza, Bakery",52,2.8,Southern Treat
1002,7tZsP_1002,Cincinnati,"Bakery, Desserts, Fast Food",52,0.0,The BBQ Garden
8742,NQ70o_8742,Minneapolis,"Tea, Pizza, French, Chinese, Seafood",52,0.0,Big Biryani
5441,07sXo_5441,Wrangell,"Tea, Cafe, Bakery",52,0.0,Lord's - The Sports Lounge
5216,LpvQM_5216,Pasco,"Bakery, American, Mediterranean, BBQ",52,2.7,Green Chick Chop
4720,mYpAD_4720,Denver,"Pizza, Bakery, Fast Food, Cafe, American",52,3.1,Yakooz
4940,YwbD4_4940,Presque Isle,"Cafe, Mexican, Indian, Seafood",52,3.1,Twenty Four Seven
585,11Onf_585,Pittsburgh,"Cafe, Pizza",52,4.1,Maharaja Bhog
5491,yO3s5_5491,Hattiesburg,"French, Bakery, BBQ, Mediterranean, Seafood",52,2.6,KFC
6090,n8PgJ_6090,Corpus Christi,"Pizza, Bakery, BBQ, Fast Food, Indian",52,0.0,Flavours Of London
5800,ovuXf_5800,Pittsburgh,"Cafe, Desserts, Fast Food",52,0.0,Krishna Yummy Foods
272,CUeiC_272,State College,"Tea, BBQ, Fast Food",52,3.4,Salsa's Mexican Restaurant
5506,Ckz5d_5506,Los Angeles,"Bakery, Pizza, Indian, Desserts",52,3.5,Angels in my Kitchen
1395,fPea8_1395,Tampa,"Tea, Pizza, Desserts, Fast Food",52,2.0,Aahar
9006,zieJ0_9006,Rochester,"Bakery, American, Fast Food",52,0.0,Tikka Express meets Chennai Express
4767,lCVX4_4767,Asheville,"Cafe, Mexican, Pizza, Italian",52,3.4,Sachdeva Chicken Corner
9123,VSryX_9123,Marquette,"Desserts, Pizza, Italian, Indian, Seafood",52,3.7,Spice Court - Hotel Maurya
8814,b5Onv_8814,Panama City,"Bakery, Pizza, Indian, Fast Food",52,3.1,Foodelicious
9397,u846R_9397,Del Rio,"Desserts, Bakery, BBQ, Cafe, Mediterranean",52,3.3,Monolos Playhouse Restaurant
4577,XhRba_4577,Hibbing,"Bakery, BBQ, Italian",52,2.7,Om Saravana Bhavan
4680,kmX1z_4680,Roswell,"Tea, French, American, Seafood",52,3.0,Bj's Lounge & Cafe
6057,qNXB0_6057,Clarksburg,"Tea, Pizza, Indian",52,0.0,Cafe Brownie
969,SA9ZV_969,Santa Ana,"Tea, American, Desserts",52,3.1,The Chai Cafe
5250,uaKu9_5250,Vernal,"Chinese, Bakery, Pizza, Mediterranean",52,3.1,Great Plates By AJ
6043,QBYTE_6043,Montgomery,"Tea, Chinese, Indian, BBQ",52,2.9,Sonu South Indian Restaurant
6121,a2Pkv_6121,Monterey,"Pizza, Seafood",52,0.0,Yadav Chaat Bhandar
9209,Pog8A_9209,Pittsburgh,"Tea, Chinese, Bakery, BBQ",52,4.1,Black Pepper
4858,80PDp_4858,Alexandria,"Pizza, Desserts, Seafood",52,0.0,Taste of Spice
1320,tj5iQ_1320,Omaha,"Pizza, Indian, Desserts",52,0.0,Eggzellent
4981,GlvyZ_4981,Presque Isle,"Desserts, Mexican, Bakery, Cafe, American, Seafood",52,2.6,Ganesha Sweets & Restaurant
5138,6at0z_5138,Martha's Vineyard,"Tea, Cafe, French, BBQ, Chinese",52,3.0,Karuna
9460,FB3jx_9460,Oklahoma City,"Mexican, Bakery, Mediterranean, Fast Food",52,4.1,Craft
6116,HoGNw_6116,Jacksonville,"Tea, Bakery, Fast Food, Mediterranean, Seafood",52,0.0,Shyam Rasoi
6394,jlLTI_6394,Everett,"Pizza, American, Fast Food",52,3.3,Chez Papillons by Bonjour Chocolates
571,Sw2wB_571,Oakland,"Tea, BBQ, Seafood",52,4.4,Cho Gao - Crowne Plaza Abu Dhabi
5031,pWgfM_5031,Concord,"Tea, Mexican, BBQ, Fast Food",52,2.9,Bikaner
1218,1XMGs_1218,Sioux Falls,"Desserts, Pizza, Bakery, BBQ, Chinese, Mediterranean",52,2.8,Isabella
699,J3BdS_699,Philadelphia,"Cafe, Desserts, Seafood",52,3.8,Brothers Dhaba
574,evAdx_574,La Crosse,"Fast Food, BBQ, Mediterranean, Seafood",52,4.5,Hot Palayok
839,0Texz_839,Rochester,"Tea, Cafe, Mexican",52,4.3,Sree Annapoorna
6425,Ey1Je_6425,Sault Ste. Marie,"Desserts, Italian, Mexican, BBQ, Cafe",52,3.2,WTF - Wraps Toast Fries
6597,TR0pm_6597,San Juan,"Cafe, French, Chinese, Desserts",52,2.8,The Culinary Pitaara
6556,b9RA1_6556,Newburgh,"Desserts, Tea, Pizza, Italian, Cafe",52,3.1,Flirty Momo's
7074,OJlwv_7074,Salina,"Cafe, BBQ, Fast Food, Chinese, Seafood",52,3.8,L'Opera
2475,zyMBA_2475,Grand Junction,"Desserts, Pizza, Bakery, Chinese, Mediterranean, Seafood",52,3.7,Punjab Da Pind
3658,1aTcL_3658,Portsmouth,"Mexican, Desserts, Seafood",52,4.5,Owl is Well
7137,a3CFU_7137,Billings,"Desserts, Tea, Pizza, French, Cafe, Mediterranean",52,0.0,Apni Rasoi
2542,YyBlu_2542,Oklahoma City,"Desserts, Tea, BBQ, Indian, Seafood",52,3.6,Veg Aroma
3625,etBhz_3625,Harrisburg,"Tea, Bakery, BBQ, Chinese, American, Seafood",52,0.0,Kailash Vaishno Dhaba
2562,hEc3B_2562,Plattsburgh,"Bakery, Mediterranean, Seafood",52,3.4,Days of the Raj
3556,uCTSM_3556,Grand Island,"Desserts, Fast Food, Cafe, Indian, Mediterranean, Seafood",52,3.5,VC's Food Paradise
7206,XeZZX_7206,San Luis Obispo,"Desserts, Pizza, Mexican, BBQ, Bakery",52,3.1,The Crust
7217,YRHFN_7217,Newark,"Pizza, Indian, Fast Food",52,0.0,Joshi Eating House
2688,8gLFM_2688,Plattsburgh,"Cafe, Pizza, Bakery, BBQ, Chinese, American",52,3.1,Jux Pux - The Dreamer's Cafe
1570,WK8BJ_1570,Baton Rouge,"Cafe, Mexican, Indian, Pizza",52,3.3,Subway
3501,1syfD_3501,Hagerstown,"Tea, BBQ",52,0.0,Heera Chicken Corner
2704,6SOzU_2704,Watertown,"Desserts, Tea, Italian, Bakery, Cafe",52,3.0,The Mirch Masala
2727,vi0h5_2727,Anchorage,"Indian, Mediterranean, Desserts, Seafood",52,2.9,Kanwarji's
2765,12KfP_2765,Eau Claire,"Desserts, French, Bakery, Fast Food, Cafe",52,0.0,Hangout Kathi Rolls
7683,AMjAO_7683,Savannah,"Cafe, Seafood",52,2.7,Chutneez Restaurant Lounge & Bar
2827,rg5pY_2827,Portsmouth,"Tea, Cafe, BBQ",52,2.4,Moti Mahal Delux
3381,RJUjm_3381,Ithaca,"Desserts, Mexican, Cafe, Indian, Seafood",52,2.7,Shubham
8500,mrK7z_8500,Ogden,"Tea, Mexican, Desserts",52,2.6,Lajwaab Restaurant
1532,BjlA7_1532,Latrobe,"Cafe, Pizza, BBQ, Fast Food",52,3.1,Cafe Coffee Day
2458,HJ5Zu_2458,Houston,"French, Indian, Cafe, Seafood",52,3.9,The BrewMaster - The Mix Fine Dine
2430,qiJMm_2430,West Yellowstone,"Desserts, Tea, Italian, Bakery, Mediterranean",52,4.3,Vintage Machine
4165,jwZbe_4165,Florence,"Pizza, BBQ",52,3.6,Haji Mohd. Hussain
8313,njWus_8313,Duluth,"Cafe, Pizza, Desserts",52,2.9,Bawarchi
6727,5yNIg_6727,Manchester,"Tea, Bakery, Pizza, Desserts",52,2.7,Chicken Khurana
4113,HXWSn_4113,Chattanooga,"Tea, Pizza, BBQ, Cafe, Mediterranean",52,2.7,Moti Mahal Delux
6813,FAXfW_6813,Dillingham,"Fast Food, Tea, Mediterranean, Italian",52,3.1,The Baking Fusion
1720,z6GlQ_1720,Lubbock,"Desserts, BBQ, Fast Food, American, Seafood",52,2.8,Assam Tea Corner
6712,wdBw1_6712,Tucson,"French, Bakery, BBQ, Fast Food, Chinese",52,4.1,Pirates of Grill
8413,wZmoQ_8413,Elmira,"Tea, Cafe, Pizza, Fast Food",52,2.6,PS Wah Bhai Wah
4039,WkVI9_4039,Orlando,"Tea, Mexican, Desserts",52,2.8,Ambrosia - The Golden Palms Hotel
4031,ueqlH_4031,Saipan,"Tea, Cafe, Pizza, Bakery, Chinese, American",52,3.2,Mysore Cafe
4010,y5RDb_4010,Latrobe,"Tea, Cafe, Indian, Mediterranean",52,3.0,Cafe Regent
6903,Fn5oY_6903,Missoula,"Tea, Pizza, Mexican, BBQ, Seafood",52,3.2,Wanchai By Kylin
1693,TGyvT_1693,Kahului,"Indian, Desserts, Fast Food",52,3.7,New Town Cafe - Park Plaza
2238,RVOe6_2238,Deadhorse,"Pizza, French, Bakery, Fast Food, Seafood",52,2.7,Tea Halt
8052,MM0X4_8052,Indianapolis,"Chinese, Bakery, BBQ, Desserts",52,3.9,Big Wong XL
8038,LECtg_8038,Roanoke,"Tea, Chinese, Bakery, Fast Food",52,3.1,JSB Evergreen Snack & Sweets
7003,wQCEZ_7003,Islip,"Tea, Cafe, Fast Food, Seafood",52,3.6,Cafe 121
2426,NrS1m_2426,Elmira,"Desserts, Tea, Mexican, Bakery, Chinese",52,4.2,Spice Caves
3718,yhOfH_3718,Del Rio,"Bakery, Indian, Mediterranean, Seafood",52,3.2,Gopala
6662,QeY52_6662,Kahului,"French, Pizza, Fast Food",52,3.7,Bake A Wish
7324,Yh6IM_7324,La Crosse,"Bakery, Pizza, BBQ, Seafood",52,2.9,Chic Fillet
2474,3TrGF_2474,Ontario,"Cafe, Bakery, Desserts, Fast Food",52,4.1,Machali
8588,vcL5o_8588,Jacksonville,"Tea, Bakery, Desserts",52,3.6,Burnout
3074,fPJue_3074,Fayetteville,"Pizza, Italian, Bakery, BBQ, Indian",52,3.5,Subway
3321,6v3oC_3321,San Francisco,"Tea, Bakery, Indian, American",52,0.0,Derawal Soda Fountain
7547,j8E2b_7547,Birmingham,"Desserts, Tea, Mexican, Fast Food, American",52,3.0,The Gourmet Shop - The Uppal
3177,SquBs_3177,Fort Wayne,"Fast Food, Bakery, Desserts, Italian",52,0.0,Roll's World
3322,jO07W_3322,Santa Maria,"Fast Food, Pizza, Mediterranean, Italian",52,0.0,Eat & Gulp
3075,X0jt2_3075,St. Petersburg,"Tea, French, Bakery",52,3.7,Tamasha
3323,85Tvs_3323,Green Bay,"French, Pizza, Indian, Fast Food",52,0.0,L.N Live Kitchen
3136,F7jD4_3136,Burbank,"Bakery, Desserts, Seafood",52,3.5,Cafe Desire
3224,c6bdY_3224,Del Rio,"Seafood, Desserts, Italian",52,3.7,Baskin Robbins
3230,YOv4s_3230,New Orleans,"Tea, Italian, Bakery, Indian, Seafood",52,3.9,Def Col Social
2944,mJoPb_2944,Fairbanks,"Chinese, Bakery, Fast Food",52,3.8,Chocolatiers - The Chocolate Boutique
7383,1ywwh_7383,Portsmouth,"Cafe, Mexican, Bakery, Fast Food",52,3.3,Nishtha
2991,jNmAJ_2991,Eau Claire,"Desserts, Italian, French, Bakery, Fast Food",52,2.9,Khan Chicken Biryani
7415,8YwIe_7415,Manhattan,"Fast Food, American, Seafood",52,0.0,Rana's Food Corner
4293,P53hE_4293,Columbus,"BBQ, Desserts, Seafood",53,2.7,RSVP
807,5sDR1_807,Chicago,"Tea, BBQ, Fast Food, Cafe, Indian",53,4.4,Pantry d'or
5073,61ejR_5073,Santa Ana,"Desserts, Pizza, Fast Food, Cafe, Indian",53,0.0,M&S Coffee Cafe
1460,mN7cm_1460,Traverse City,"Tea, Chinese, Seafood",53,4.0,India on my Plate - Fortune Select Excalibur
5082,VrXy2_5082,Cedar City,"Desserts, Italian, BBQ, Fast Food, Seafood",53,0.0,Pakwan
3852,Qk8ZY_3852,Pittsburgh,"Tea, Chinese, Desserts",53,0.0,Mahesh Shudh Vaishno Bhojanalya
2216,slQtD_2216,Pellston,"Tea, Bakery, Seafood",53,0.0,Premier Bite
5060,zWZJ2_5060,Roanoke,"French, Bakery, BBQ, Fast Food",53,0.0,Coffee Shop
4629,Uyb6M_4629,White Plains,"American, Desserts, Fast Food",53,4.0,Sindhi Corner
3814,8vIvD_3814,North Platte,"Tea, Mexican, Bakery, Italian",53,0.0,Chatkara
843,6GLUe_843,San Antonio,"Cafe, BBQ, Mediterranean, Desserts",53,4.3,Cream Stone
3211,Iv28i_3211,Colorado Springs,"Tea, Pizza, BBQ, Fast Food",53,3.3,Punjabee's Darbar
9093,xFN1a_9093,Boise,"Tea, BBQ, Mediterranean",53,3.6,Nazeer Foods
7942,qV5iN_7942,Oakland,"French, BBQ, Desserts, Italian",53,3.2,Simply Cakes
691,z2c4Z_691,Cedar Rapids,"Fast Food, Cafe, Bakery, Italian",53,3.4,Bon Gateau
1315,Xp3xf_1315,Fayetteville,"Desserts, Pizza, American, Mediterranean, Seafood",53,3.9,Biryani By Kilo
5170,eemPg_5170,Ketchikan,"Tea, Mexican, BBQ, Fast Food, Cafe, Mediterranean",53,3.7,FreshMenu
3722,yyR1s_3722,Pago Pago,"Desserts, Tea, Italian, Bakery, Cafe, American",53,3.1,Koyla Kebab
3015,uBxcQ_3015,Amarillo,"Fast Food, Seafood, Desserts, Italian",53,3.6,Anand Restaurant
2439,TF8w7_2439,Yuma,"Desserts, Pizza, Fast Food, Cafe, American",53,3.6,Basant Restaurant
6061,mvAR2_6061,Watertown,"Bakery, Desserts, Fast Food",53,2.2,Bajaj Vaishno Dhaba
7396,dvvJx_7396,Martha's Vineyard,"Cafe, Mexican, Fast Food",53,0.0,Celebration Family Restaurant
2279,dVhav_2279,Tucson,"Cafe, Fast Food",53,4.6,Mocha
8427,chjIE_8427,Charleston,"Desserts, Pizza, French, Fast Food, Seafood",53,3.9,Bamboo Shoots
8563,QBJAh_8563,Decatur,"French, Seafood, Fast Food",53,3.4,RollsKing
5010,xYALL_5010,New York,"Pizza, BBQ",53,3.3,Golooji's Chat Waat
1195,QcfNM_1195,Bangor,"Tea, Cafe, Indian, BBQ",53,3.4,Shawarma House
1830,nC2Aw_1830,Lansing,"Tea, Pizza, BBQ, Fast Food, Mediterranean",53,0.0,Kettle & Kegs
5724,Sliqz_5724,Sault Ste. Marie,"Desserts, Tea, Bakery, American, Mediterranean",53,0.0,Baketown By Gagan Bakers
4770,uiB45_4770,San Jose,"Tea, BBQ, Fast Food, Mediterranean, Seafood",53,3.1,Singh-O-Singh Kebabs
8341,mdnZq_8341,Staunton,"Cafe, Bakery, Desserts, Fast Food",53,0.0,Madras Coffee House
1860,yxAtV_1860,Binghamton,"Seafood, Pizza, BBQ, Fast Food",53,4.1,Djinggs
4484,IR9k3_4484,West Palm Beach,"Tea, Fast Food, Bakery, Seafood",53,3.4,Tikka Junction
1898,GDsJb_1898,Indianapolis,"Fast Food, Tea, American, Seafood",53,3.5,Om Sweets & Snacks
1900,xUDoY_1900,West Palm Beach,"Cafe, Pizza, Bakery, Chinese, Seafood",53,3.5,The Kathi Rolls
1115,fAa0s_1115,Kansas City,"Pizza, BBQ, Fast Food, Indian, Seafood",53,3.3,World Cafe - Vibe by The LaLiT Traveller
6331,QMVLH_6331,Seattle,"Tea, Bakery, Fast Food",53,0.0,Keventers
7494,QGZeQ_7494,Lake Charles,"Tea, French, Seafood, Fast Food",53,3.9,1911 - The Imperial
1097,KmBKu_1097,Laredo,"Bakery, Pizza, BBQ, Desserts",53,2.8,Italia Cafe by Aura
9000,6JQHB_9000,Dubuque,"Tea, Pizza, Italian, Fast Food, Mediterranean",53,0.0,Meatwale.com
8274,p4QKB_8274,Billings,"Tea, Pizza, Indian, Seafood",53,0.0,Viddya Chinese Fast Food
8407,aSc0W_8407,Asheville,"Cafe, Indian, Seafood",53,3.2,Khan's Kathi Rolls
6301,skbhB_6301,Montgomery,"Tea, Chinese, Pizza",53,3.5,Sharma Bakers
1049,I9YuA_1049,Dallas,"Pizza, Italian, Bakery, Fast Food, Cafe",53,0.0,Aravali Owls
3175,N81lk_3175,Sioux Falls,"French, Bakery, Indian, Fast Food",53,0.0,R.P.W Pizza
4943,dVdNf_4943,Tallahassee,"French, Mexican, Pizza, Bakery",53,3.5,Burger King
8176,K2kqW_8176,Gunnison,"French, Mexican, BBQ, Bakery, Cafe, Seafood",53,2.8,Time To Tea
8952,oYefH_8952,Grand Rapids,"Desserts, Pizza, BBQ",53,2.9,Bikaner's
2109,3Peug_2109,Grand Forks,"Fast Food, Indian, Desserts, Italian",53,3.8,The Kathis
4974,Y9K3N_4974,Dallas,"Desserts, Pizza, Bakery, Cafe, Mediterranean",53,3.2,Relax Xpress
3962,bfv9M_3962,Hilo,"Tea, Mexican, Fast Food, Cafe, Seafood",53,0.0,Chinese Hutt
2160,lLUuO_2160,Chattanooga,"Cafe, Bakery, BBQ, Fast Food, Chinese, American",53,3.2,Truffles
5000,lmzi0_5000,Branson,"Tea, Bakery, Desserts",53,3.5,Lahori Gate
1284,lRxQD_1284,Charlottesville,"Tea, Chinese, Indian, BBQ",53,2.8,Domino's Pizza
6829,qy9Oq_6829,Portsmouth,"French, Pizza, Seafood, Italian",53,3.6,Treat Up Cafe and Restaurant
5004,uyM8I_5004,Washington,"Tea, Mexican, Fast Food, Cafe, American, Seafood",53,2.3,Cafe Coffee Day
1822,RymXU_1822,Madison,"Cafe, Mexican, Pizza, Desserts",53,2.9,Daawat-e! Amritsar
2629,Pqk6y_2629,Hilo,"Cafe, Indian, Fast Food",53,3.9,Lemon Drops
7168,qauNq_7168,San Jose,"Tea, Cafe, Italian",53,0.0,Sardar A Pure Meat Shop
2817,WKHy3_2817,Kona,"Cafe, Pizza, BBQ, Fast Food",53,3.4,Tamil Nadu House Canteen
2809,U7YH5_2809,Escanaba,"Cafe, Pizza, Bakery, BBQ",53,3.0,Costa Coffee
6601,ZwYRw_6601,Moline,"Tea, Cafe, Italian",53,3.2,Udupi Eating House
470,zM9CW_470,Elmira,"Tea, Italian, BBQ, Fast Food, Cafe",53,3.1,The Lokal
6510,lhaWi_6510,Bismarck,"Desserts, Pizza, BBQ, Chinese, Seafood",53,0.0,Kaka Da Dhaba
9371,95zZV_9371,Billings,"Tea, Pizza, French, Mexican, BBQ, Fast Food",53,4.1,Love Crumbs
1370,74sYq_1370,North Platte,"BBQ, Fast Food",53,3.4,Surprise O Meal
451,DznPg_451,Escanaba,"Seafood, American, BBQ, Fast Food",53,4.3,SOHO South Cafe
7790,bKJ4G_7790,San Jose,"Cafe, American, BBQ",53,3.0,The Cake
5360,5uX8n_5360,South Bend,"Seafood, Mediterranean, Fast Food",53,3.3,True Blue
7830,4QDMk_7830,Grand Forks,"Fast Food, Bakery, BBQ, Italian",53,0.0,Sweets n Treats
6609,dlUim_6609,Akron,"Fast Food, Pizza, Desserts, Seafood",53,3.5,The Canteen
2910,Zqzbj_2910,San Francisco,"Fast Food, Bakery, Mediterranean, Italian",53,3.7,Sudarshan
181,qYx3T_181,Missoula,"Italian, Bakery, Fast Food, Cafe, Mediterranean",53,4.1,BlackStone
